赵一曼,{LINE_CUT}东北电影制片厂摄制,黑白 10本,编剧：于敏 {LINE_CUT}导演：沙蒙{LINE_CUT}摄影指导：吴蔚云  {LINE_CUT}摄影：包杰{LINE_CUT}布景设计：秦威   {LINE_CUT}作曲：张棣昌{LINE_CUT}录音：阙敬修{LINE_CUT}造型设计：辛汉文 {LINE_CUT}剧务主任：王光彦 {LINE_CUT}照明：李树林 {LINE_CUT}特技：田谦 {LINE_CUT}特技摄影：贺靖  {LINE_CUT}置景：刘朝元 {LINE_CUT}摄影助理：张翚 {LINE_CUT}剪接：明伟  {LINE_CUT}洗印：李存邦、汲永源 {LINE_CUT}音响：沙原  {LINE_CUT}场记：陈致远 {LINE_CUT}场务：许金元 {LINE_CUT}道具：马延芳 {LINE_CUT}服装：王冷  {LINE_CUT}演奏：东影乐队 {LINE_CUT}指挥：尹升山、李秉申,石联星-赵一曼{LINE_CUT}张莹-张强{LINE_CUT}欧阳如秋-吕大娘 {LINE_CUT}安琪-韩护士{LINE_CUT}方荧-张医生{LINE_CUT}柳塘-李荣{LINE_CUT}杜德夫-张老头{LINE_CUT}马路-见习医生 {LINE_CUT}杜粹远-李荣妻{LINE_CUT}刘文华-吕子{LINE_CUT}罗泰-敌司法科长 {LINE_CUT}陈克-敌守备队长{LINE_CUT}张平-老 曹{LINE_CUT}王炎-王团长{LINE_CUT}刘儒-吕大爷{LINE_CUT}石灵-老 董{LINE_CUT}傅杰-王友侠{LINE_CUT}梁音-周同志{LINE_CUT}李影-吕 女{LINE_CUT}高平-特 务{LINE_CUT}庞泳汾-看护长{LINE_CUT}尹一青-邢长腿{LINE_CUT}方化-敌电业局长{LINE_CUT}周克-敌宪兵队长{LINE_CUT}秋晨-敌宪特甲 {LINE_CUT}水航-伪警察丙{LINE_CUT}杨振淮-敌宪特乙 {LINE_CUT}步文令-伪警官甲{LINE_CUT}葛存壮-伪警官乙 {LINE_CUT}金风-伪特{LINE_CUT}吴必克-伪警察甲 {LINE_CUT}张凤侣-伪警察乙{LINE_CUT}张云芳、庄焰、李慧颖、黄玲、曲伟-妇女抗日会会员 {LINE_CUT}吕万营、杨文浩、刘武县、齐兴家、顾绍伯、唐绍峰、薛彦东、苗灵、白德彰、任子华、邱生田、赵滋民、郑 芳、白永绥、张敬平、高 钧-游击队队员,    {LINE_CUT}一九三三年，女共产党员赵一曼和她的爱人老曹，在日寇占领下的哈尔滨市领导工人罢工。罢工胜利后，老曹被捕。赵一曼转移到农村，宣传组织群众，支援抗日联军。后来，她又率领一支抗联队伍，抗击日寇。不久，老曹在狱中被敌人杀害，赵一曼化悲痛为力量，继续与敌人作战，沉重地打击了日寇。一九三五年冬，抗日联军得知红军长征胜利到达陕北的消息后，举行庆祝晚会，营地被敌特发现。敌人调来大量人马，将他们包围。赵一曼在掩护部队突围时，身负重伤，被捕入狱。在狱中，她受尽严刑拷打。敌人怕她伤重死去，便把她送到医院治疗。在医院中，看护赵一曼的护士小韩和监视她的董看守，被赵一曼的事迹所感动，与赵一曼同从医院逃出，不幸被敌人追上，抓回狱中，最后赵一曼英勇就义。
光荣人家,{LINE_CUT}东北电影制片厂摄制,黑白  9 本,编剧：孙谦            导演：凌子风{LINE_CUT}摄影：钱江、阎德奎{LINE_CUT}作曲：高田{LINE_CUT}美工设计：朱革{LINE_CUT}录音：吕宪昌{LINE_CUT}造型设计：辛汉文 {LINE_CUT}作词：塞克  {LINE_CUT}剧务：董士忠、潘英 {LINE_CUT}照明：马天文 {LINE_CUT}剪接：明伟  {LINE_CUT}洗印：李存邦、汲永源 {LINE_CUT}特技：蔡光  {LINE_CUT}特技摄影：贺靖{LINE_CUT}道具：贾益三 {LINE_CUT}场记：刘力{LINE_CUT}指挥：尹升山、李秉申{LINE_CUT}音响：石玉昆 {LINE_CUT}置景：单亦更{LINE_CUT}服装：刘晶颖 {LINE_CUT}演奏：东影乐队,陈克-田永太 {LINE_CUT}李晓功-二儿媳 {LINE_CUT}萧伶-大个子 {LINE_CUT}张琪-二虎 {LINE_CUT}毕恒三-村长{LINE_CUT}黄玲-大儿媳{LINE_CUT}孙月枝-小三子{LINE_CUT}鲁非-大虎{LINE_CUT}羽奇-念信战士{LINE_CUT}吴淑琴-妇女主任{LINE_CUT},{LINE_CUT}一九四八年冬天，解放东北的最后战役开始了。东北解放区千千万万个翻身农民自愿参加支前民工队。五十多岁的田永太老汉剃掉了多年来留的胡子，抢着上前方抬担架。在火线上他遇到了二儿子二虎，并救护了受伤的大儿子大虎，鼓励儿子们杀敌立功。后来他的两个儿子都在战场上立了功，田永太老汉也在战斗中缴获了一支美国步枪。留在家里的大儿媳、二儿媳当上了劳动英雄。田永太老汉一家荣获“光荣人家”的称号。
卫国保家,{LINE_CUT}东北电影制片厂摄制,黑白  9本,编剧：王震之{LINE_CUT}导演：严恭{LINE_CUT}摄影：聂晶{LINE_CUT}布景设计：刘学尧{LINE_CUT}作曲：徐徐{LINE_CUT}录音：赵鸿钧{LINE_CUT}副导演：林农{LINE_CUT}剧务主任：唐远之{LINE_CUT}造型设计：辛汉文{LINE_CUT}照明：曾希忠{LINE_CUT}特技摄影：贺靖{LINE_CUT}置景：邵云祥 {LINE_CUT}特技：郭甲东  {LINE_CUT}剪接：明伟 {LINE_CUT}洗印：李存邦、钱仲选 {LINE_CUT}音响：李世佳 {LINE_CUT}场记：赵威  {LINE_CUT}场务：武愚{LINE_CUT}剧务：刘玉河{LINE_CUT}道具：苏云鹏{LINE_CUT}服 装：王秀英{LINE_CUT}演奏：东影乐队{LINE_CUT}指挥：尹升山,杨静-陈桂英{LINE_CUT}于洋-杨德志{LINE_CUT}车毅-李玉田{LINE_CUT}张莹-陈正义{LINE_CUT}薛雁-张金鸾{LINE_CUT}安琪-赵小兰{LINE_CUT}潘德民-老区长{LINE_CUT}孙晓雯-孙文秀{LINE_CUT}庄焰-李大婶{LINE_CUT}凌元-陈大娘{LINE_CUT}杜凤侠-李二嫂{LINE_CUT}巴立华-县长{LINE_CUT}高平-刘二坏{LINE_CUT}王惠民-刘兴{LINE_CUT}高均-张金旺{LINE_CUT}梁音-周华{LINE_CUT}刘学芝-农妇{LINE_CUT}王英-老农{LINE_CUT}贺汝瑜-老农{LINE_CUT}曹竹林-警卫员{LINE_CUT}曲伟-女工作队员{LINE_CUT}王慧娟-青妇队{LINE_CUT}关航-青妇队{LINE_CUT}刘玉蕴-青妇队{LINE_CUT}刘武县-民兵{LINE_CUT}任子华-民兵,陈家庄获得解放后，陈桂英在抗日政府工作组八路军女战士李玉田的启发、帮助下，摆脱了地主要霸占她的婚姻镣铐，组织妇女们纺线，并被选为纺织模范和村长。在一次劳模会上她和民兵英雄杨德志订了婚。解放战争开始，由于生活提高，桂英幻想结婚过幸福生活，因此，在全村召开的支前动员会上，她为自已的未婚夫决意参军而踌躇。后来在李玉田的批评帮助下，她改正了和平幻想和享乐观念的错误，送未婚夫参了军。五年后，杨随部队回到家乡，和乡亲们一起建设家乡，保卫祖国。
红旗歌,东北电影制片厂摄制,黑白 10本,改编：吴祖光{LINE_CUT}导演：吴祖光{LINE_CUT}摄影：傅宏{LINE_CUT}布景设计：汪滔{LINE_CUT}作曲：李曦{LINE_CUT}录音：林秉成{LINE_CUT}副导演：东方{LINE_CUT}造型设计：辛汉文{LINE_CUT}剧务：敬然、郝伟光{LINE_CUT}照明：李延江、李树林{LINE_CUT}特技：田谦{LINE_CUT}剪接：安芙梅{LINE_CUT}洗印：李存邦、钱仲选{LINE_CUT}置景：刘朝元{LINE_CUT}音响：杨明文{LINE_CUT}场记：王颖{LINE_CUT}道具：陈国栋、聂世祥{LINE_CUT}演奏：东影乐队{LINE_CUT}指挥：尹升山、李秉申,吕恩-马芬姐{LINE_CUT}章薇-张人梅{LINE_CUT}杜粹远-赵美姑{LINE_CUT}傅杰-马父{LINE_CUT}周莹箴-美兰{LINE_CUT}东方-我厂长{LINE_CUT}葛宝林-青年工人{LINE_CUT}常 虹-杨德林{LINE_CUT}毕联录-伪人事科长{LINE_CUT}阎宝玉-伪委员乙{LINE_CUT}水航-伪职员{LINE_CUT}鲁非-工人{LINE_CUT}岳慎-金芳{LINE_CUT}王利夫-万国英{LINE_CUT}马路-彭刚{LINE_CUT}熊塞声-马母{LINE_CUT}郭玲-仙妮{LINE_CUT}苗灵-王街长{LINE_CUT}敬然-老工人{LINE_CUT}孙笑非-刀疤{LINE_CUT}尹一青-伪委员甲{LINE_CUT}贺汝瑜-伪厂长{LINE_CUT}郝伟光-工人{LINE_CUT}赵酒如-工人{LINE_CUT}李万城-工人{LINE_CUT}吕万莹-工人{LINE_CUT}赵滋民-工人{LINE_CUT}顾少伯-工人{LINE_CUT},根据刘沧浪、鲁煤、陈怀皑、陈森、牟大明、刘木铎原著改编。{LINE_CUT}解放前某城市的一个纱厂，资本家残酷地剥削压榨工人。地下党组织领导工人采取各种方式，与资本家进行斗争。在一次与资方斗争中，地下党组织领导人不幸被捕，特务乘机调唆纱厂助理员万国英将女工马芬姐开除，马父因受此打击而病故。解放后，马芬姐又回到纱厂。工厂干部万国英的官僚主义作风，张大梅过激的打击，使马芬姐对眼前的一切产生了疑虑，渐渐变得思想落后，工作消极。纱厂工会了解到这些情况后，派金芳去安慰马芬姐，并批评了万国英。工会的关怀使马芬姐很受感动，她终于转变了态度，投入红旗竞赛。最后她们小组夺得了竞赛红旗。
钢铁战士,东北电影制片厂摄制,黑白 10本,改编：成荫{LINE_CUT}导演：成荫{LINE_CUT}摄影：王春泉{LINE_CUT}布景设计：卢淦{LINE_CUT}作曲：张国昌{LINE_CUT}录音：陈文渊{LINE_CUT}造型设计：辛汉文{LINE_CUT}剧务：陈述希、张朴实 {LINE_CUT}场记：华永庄 {LINE_CUT}洗印：李存邦、钱仲选 {LINE_CUT}照明：王文起 {LINE_CUT}特技：庞贵  {LINE_CUT}特技摄影：贺靖  {LINE_CUT}置景：李云明 {LINE_CUT}音响：崔仁杰 {LINE_CUT}剪接：明伟  {LINE_CUT}道具：金云鹏、赵永顺{LINE_CUT}服装：项玉环{LINE_CUT}演奏：东影乐队{LINE_CUT}指挥：尹升山,张平-张志坚{LINE_CUT}杜德夫-老王{LINE_CUT}孙羽-小刘{LINE_CUT}张锡奇-齐德贵{LINE_CUT}徐连凯-赵连长{LINE_CUT}刘儒-王小栓{LINE_CUT}胡朋-张母{LINE_CUT}王枫-班长{LINE_CUT}张敬平-战士甲{LINE_CUT}张克-战士乙{LINE_CUT}赵万德-战士丙{LINE_CUT}张越-王团长{LINE_CUT}鲁非-参谋{LINE_CUT}李林-匪政工处长{LINE_CUT}刘影-匪科长{LINE_CUT}贺高英-匪女秘书{LINE_CUT}袁思达-匪师长{LINE_CUT}必克-魏见吉{LINE_CUT}陈翔-匪兵老陈,根据武兆堤、苏里、吴茵原著改编。{LINE_CUT}一九四六年初夏，蒋介石军队集结大量兵力，向我解放军某 部发动进攻。解放军某部排长张志坚，为掩护主力部队转移，率领战士狙击敌人。完成任务后，由于弹尽粮绝，张排长等四人不幸被俘。蒋军师长为了要找出解放军隐埋的军工机器和粮食，想从他们身上问出秘密。敌人对张排长采用软硬兼施的办法，张排长坚贞不屈。蒋军政工处长又把张排长的母亲和儿子抓来，妄图用骨肉之情来瓦解张的意志。张母深明大义，在敌人百般威胁和重刑拷打下，不但没有劝儿子屈服，反而勉励儿子坚定意志，与敌人斗争到底。敌人的梦想落空了。不久，解放军开始了大反攻，蒋军师长、处长被俘。张志坚又重新回到自己的队伍，部队授予他一面“钢骨铁筋”的锦旗。
高歌猛进,东北电影制片厂摄制,黑白  8 本,编剧：于敏{LINE_CUT}导演：王家乙{LINE_CUT}摄影：聂晶{LINE_CUT}美工设计：董萍{LINE_CUT}作曲：徐徐{LINE_CUT}录音：阙敬修{LINE_CUT}副导演：于彦夫{LINE_CUT}剧务：郝伟光{LINE_CUT}照明：李树林{LINE_CUT}场务：刘力{LINE_CUT}场记：蔡振亚{LINE_CUT}剪接：明伟{LINE_CUT}洗印：李存邦、钱仲选{LINE_CUT}置景：奕清浦{LINE_CUT}特技：宋国毅{LINE_CUT}音响：杨明文{LINE_CUT}道具：孙贵忠{LINE_CUT}化妆：王玢瑞、迈新{LINE_CUT}服装：辛玉兰{LINE_CUT}演奏：东影乐队{LINE_CUT}指挥：尹升山、李秉申,浦克-李广才{LINE_CUT}张锡奇-孟奎元{LINE_CUT}曲伟-李秀兰{LINE_CUT}徐连凯-老魏{LINE_CUT}鲁非-工会主任{LINE_CUT}张越-厂长{LINE_CUT}凌元-李母{LINE_CUT}庄焰-孟母{LINE_CUT}尹一青-齐子明{LINE_CUT}张平-老金{LINE_CUT}周莹箴-小周{LINE_CUT}王春英-青工甲{LINE_CUT}刘文华-青工丙{LINE_CUT}张福林-工人乙{LINE_CUT}齐家兴-技术员{LINE_CUT}翟夫-党委书记{LINE_CUT}水航-老张{LINE_CUT}苗灵-青工乙{LINE_CUT}必克-工人甲{LINE_CUT}牛景纯-工人丙{LINE_CUT},松江机器厂青年工人孟奎元，带头响应上级号召，进行革新创造，却引起了一些落后工友的不满。老技术工人李广才思想保守，对革新不以为然。工人老魏也认为革新后提高了工作效率，工厂就要裁减工人，思想上想不通。老魏的内侄齐子明是一个投机倒把的流氓商人，他通过老魏的关系，向老李灌输泄气话，并千方百计想博得老李女儿秀兰的欢心。老李、老魏被齐子明的花言巧语所蒙蔽，遂把秀兰许给他。后来，孟奎元在技术员的帮助下，改革了工具，创造了生产最高纪录。老李在小孟的带动和其他工人的影响下，也克服了保守思想，通过改革工具， 一再缩短车丝杠的标定时间，不断创造新纪录。老魏也提高了认识，主动代秀兰退掉了与齐子明的婚约。最后，孟奎元与秀兰结成美满夫妻。
刘胡兰,东北电影制片厂摄制,黑白  9 本,编剧：林杉{LINE_CUT}摄影指导：贺靖{LINE_CUT}美工设计：刘学尧{LINE_CUT}录音：赵鸿钧{LINE_CUT}导演：冯白鲁{LINE_CUT}摄影：阎德魁{LINE_CUT}作曲：常苏民、刘文晋{LINE_CUT}制片主任；王瑞麟{LINE_CUT}剧务主任：董士忠{LINE_CUT}照明：曾希忠{LINE_CUT}置景：单亦更{LINE_CUT}音响：石玉昆{LINE_CUT}场务：孟建华{LINE_CUT}剧务：张亭{LINE_CUT}化妆：毕泽普、姚玉宝{LINE_CUT}道具：赵辉{LINE_CUT}服装：刘晶颖{LINE_CUT}场记：董晶葳{LINE_CUT}剪接：安芙梅、唐素维{LINE_CUT}洗印：李存邦、钱仲选{LINE_CUT}演奏：东影乐队{LINE_CUT}指挥：尹升山,胡宗温-刘胡兰{LINE_CUT}陆小雅-刘胡兰童年{LINE_CUT}潘德民-刘父{LINE_CUT}张琪-祖父{LINE_CUT}庄焰-刘母{LINE_CUT}孙月枝-桂花母{LINE_CUT}袁思达-地主{LINE_CUT}黄玲-地主太太{LINE_CUT}郑芳-狗腿{LINE_CUT}刘儒-石德辉{LINE_CUT}马路-孙同志{LINE_CUT}王春英-通讯员{LINE_CUT}步文令-班长{LINE_CUT}赵万德-石青云{LINE_CUT}李晓功-青云嫂{LINE_CUT}杜凤侠-桂花妹{LINE_CUT}高均-小青{LINE_CUT}张敬平-石兴旺{LINE_CUT}常鸿-日军官{LINE_CUT}刘晶昆-伤员{LINE_CUT}孙笑非-大胡子,{LINE_CUT}刘胡兰生长在山西省文水县云周西村。她小的时候，红军孙同志常给她讲许多革命道理，使她从小就开始树立起反抗恶霸地 主的勇敢精神。在劳动中，她和小青渐渐产生了感情。日寇占领文水县后，小青去参加红军，刘胡兰参加抗日工作，被选为村妇救会领导人。她在党的领导下，一边组织群众反“扫荡”，一边搞生产，经过严重考验，于抗战胜利前被批准入党。日寇投降后，小青随队伍胜利归来。不久，国民党反动派又发动了内战。小青 又回到自己的队伍。刘胡兰和乡亲们积极给前方的八路军送慰劳品，帮助转移伤员。在一次营救党支书石德辉等人的战斗中，刘胡兰不幸被捕，在蒋军和地主吕善卿的严刑与利诱下，她坚贞不屈，最后英勇就义。中国人民的伟大领袖毛泽东同志为刘胡兰亲笔题悼词：“生的伟大，死的光荣。”
辽远的乡村,东北电影制片厂摄制,黑白 10本,编剧：袁文殊{LINE_CUT}导演：吴永刚{LINE_CUT}摄影：包杰{LINE_CUT}布景设计：朱革{LINE_CUT}作曲：张国昌{LINE_CUT}录音：陈文渊{LINE_CUT}副导演：赵粟生{LINE_CUT}剧务主任：潘英{LINE_CUT}副摄影：张翠{LINE_CUT}照明：马天文{LINE_CUT}特技：郭甲东{LINE_CUT}置景：王永瑞{LINE_CUT}场务：陈致远{LINE_CUT}剧务：孙明珠{LINE_CUT}服装：李荣伟{LINE_CUT}道具：赵永顺、赵景云{LINE_CUT}化妆：张立棠{LINE_CUT}场记：姚品秀{LINE_CUT}剪接：祖述志{LINE_CUT}洗印：李存邦{LINE_CUT}演奏：东影乐队{LINE_CUT}指挥：尹升山,张平-王汉龙{LINE_CUT}陈戈-省主席{LINE_CUT}孙笑非-男干部{LINE_CUT}步文令-男干部{LINE_CUT}庞泳汾-女干部{LINE_CUT}马路-张政委{LINE_CUT}张克-谢永贵{LINE_CUT}羽奇-梁成中{LINE_CUT}王惠民-李尖头{LINE_CUT}刘影-吴麻子{LINE_CUT}张禹-东村主席{LINE_CUT}王振起-妇女群众{LINE_CUT}吴素琴-妇女群众{LINE_CUT}梁音-马守业{LINE_CUT}孙立昌-民兵乙{LINE_CUT}刘文余-西村群众{LINE_CUT}玉英-老张头{LINE_CUT}苏菲-张娟{LINE_CUT}傅杰-男干部{LINE_CUT}刘武县-男干部{LINE_CUT}胡志-女干部{LINE_CUT}郭冰如-女干部{LINE_CUT}肖伶-秦二虎{LINE_CUT}贺高英-孙秀梅{LINE_CUT}黄若海-东霸天{LINE_CUT}杜德夫-倔老头{LINE_CUT}钱化民-老孙{LINE_CUT}薛雁-妇女主任{LINE_CUT}郭玲-妇女群众{LINE_CUT}薛彦东-王庚全{LINE_CUT}自永绥-民兵甲{LINE_CUT}葛存壮-西村主席{LINE_CUT}岳中华-西村群众{LINE_CUT},王汉龙被派到地方偏僻、情况复杂的新解放区桃花川任区长。恶霸地主东霸天同他的女儿孙秀梅及国民党特务李尖头，密谋如何对付新区长王汉龙，他们暗中挑拨思想顽固的倔老头，唆使他出面破坏东、西两村的团结。在修坝问题上，两村群众发生了争执，恶霸、特务乘机扩大事态，打伤了西村主席。王汉龙通过访问老张头，了解了问题的关键。他爱人张娟也去动员村里的妇女。水坝修成后，东霸天和李尖头企图将水坝炸毁，由于民兵的警戒，阴谋未得逞。之后，东霸天和特务李尖头又企图烧毁公粮，民兵把他们逮捕。
{LINE_CUT}内蒙人民的胜利,{LINE_CUT}东北电影制片厂摄制,黑白 12本,编剧：王震之          导演：干学伟{LINE_CUT}摄影：杜榆、李光惠{LINE_CUT}副导演兼美工设计：李恩杰{LINE_CUT}作曲：徐辉才、李曦{LINE_CUT}录音：隋锡忠{LINE_CUT}顾问：布赫{LINE_CUT}摄影助理：郑光泽{LINE_CUT}照明：陈田、曾希忠{LINE_CUT}剧务主任：朱文顺{LINE_CUT}场务：郝伟光{LINE_CUT}场记：郭奕、王颖{LINE_CUT}置景：邵云祥{LINE_CUT}道具：聂世祥{LINE_CUT}特技：李载善{LINE_CUT}服装：张振瀛{LINE_CUT}化妆：毕泽普、解宝琴 剧务：胡殿国{LINE_CUT}音响：崔仁杰{LINE_CUT}剪接：安芙梅、简超、于莹{LINE_CUT}洗印：李存邦、钱仲选{LINE_CUT}演奏：东影乐队{LINE_CUT}指挥：尹升山、李秉申,于村-苏合{LINE_CUT}白大方-道尔基王爷{LINE_CUT}恩和森-顿得布{LINE_CUT}方化-杨先生{LINE_CUT}广布道尔基-孟赫巴特尔{LINE_CUT}张平-布赫部长{LINE_CUT}黄若海-巴音王爷{LINE_CUT}孙喜-吐素拉格其{LINE_CUT}浦克-扎赫拉格其{LINE_CUT}李林-别达{LINE_CUT}蔺娜-乌云碧勒格{LINE_CUT}塞声-顿母{LINE_CUT}陈克-孟父{LINE_CUT}长锁-顿弟{LINE_CUT}包喇嘛-白音达勒格{LINE_CUT}巴立华-匪国特专员{LINE_CUT}凌元-福晋{LINE_CUT}苏宁-牧民甲{LINE_CUT}莫奴-牧民丙{LINE_CUT}宝音巴图-信使{LINE_CUT}甘吐木耳-信使{LINE_CUT}王宝成-信使{LINE_CUT}朱岚-王府侍女{LINE_CUT}莫尔恨-王府侍女{LINE_CUT}杜德夫-穷喇嘛{LINE_CUT}文浩-汉族战士{LINE_CUT}王澍-大喇嘛{LINE_CUT}侯健夫-匪军官{LINE_CUT}特木其勒-活佛{LINE_CUT}宝音和什格-牧民乙{LINE_CUT}莫依根-牧民丁{LINE_CUT}桑都楞-信使{LINE_CUT}那苏-信使{LINE_CUT}甘珠尔扎布-信使{LINE_CUT}吉木森格瓦-王府侍女{LINE_CUT}乌尔沙娜-王府侍女,{LINE_CUT}美蒋特务杨某化装潜入内蒙某旗，勾结蒙奸吐素拉格其进行 阴谋活动。党派盂赫巴特尔及苏合来到该区，发动群众，建立民 主政权。给道尔基王爷牧马的顿得布和孟赫巴特尔的妹妹乌云碧 勒格的婚事，受到王爷的阻挠。顿得布听信坏人挑拨，把苏合当 成坏人，并怀疑孟赫巴特尔出卖了自己的民族。特务杨某和蒙奸 吐素拉格其，力促王爷逮捕苏合，公开反共。苏合向王爷和牧民 宣传共产党的民族政策，发动群众，争取王爷，并且救护了顿得 布的母亲，使顿得布很受感动，从而消除了对苏合的怀疑。随后， 顿得布亲眼看见蒙奸和国民党勾结，又撞见杨某调戏乌云碧勒格， 懊悔自己受骗。苏合派孟赫巴特尔给上级送信，请调援兵，不幸孟 途中遇害。之后；蒙奸吐素拉格其令顿得布刺杀苏合。顿得布却 向苏合报告了盂赫巴特尔遇害的情形和蒙奸的阴谋，并要求随苏 合同去向上级送信。不久，蒋军侵入草原，苏合、顿得布也领着 蒙汉联军赶到，击溃了蒋军，生擒杨某和吐素拉格其，王爷终于 觉悟了。最后，顿得布参加了共产党领导的蒙汉联军。
白毛女,东北电影制片厂摄制,黑白 13本,改编：水华、王滨、杨润身{LINE_CUT}导演：王滨、水华{LINE_CUT}摄影指导：吴蔚云{LINE_CUT}摄影：钱江{LINE_CUT}布景设计：卢淦{LINE_CUT}作曲：瞿维、张鲁、马可{LINE_CUT}录音：沙原                     {LINE_CUT}副导演：王光彦{LINE_CUT}作词：贺敬之、张松如{LINE_CUT}照明：郝汉增{LINE_CUT}置景：李云明{LINE_CUT}特技：孙英男{LINE_CUT}场记：宋杰{LINE_CUT}场务：阎宝玉{LINE_CUT}剧务：吕万莹{LINE_CUT}化妆：孙月梅{LINE_CUT}服装：王冷{LINE_CUT}洗印：李存邦、钱仲选{LINE_CUT}剪接：王联{LINE_CUT}音响：崔仁杰{LINE_CUT}道具：贾益三{LINE_CUT}歌唱者：王昆、孟宇、张平、李耀东{LINE_CUT}演奏：东影乐队{LINE_CUT}指挥：尹升山,赵路-老赵{LINE_CUT}田华-喜儿{LINE_CUT}李百万-大春{LINE_CUT}李壬林-穆仁智{LINE_CUT}管林-张二婶{LINE_CUT}王枫-虎子{LINE_CUT}张延-老五叔{LINE_CUT}徐连凯-政委{LINE_CUT}苗灵-红军{LINE_CUT}孙晓雯-村妇{LINE_CUT}吕万莹-李栓{LINE_CUT}任子华-打手甲{LINE_CUT}张守维-杨白劳{LINE_CUT}胡朋-王大婶{LINE_CUT}陈强-黄世仁{LINE_CUT}李波-黄母{LINE_CUT}张莹-大锁{LINE_CUT}莫愁-大锁娘{LINE_CUT}傅杰-老水手{LINE_CUT}白德彰-红军{LINE_CUT}孙凤琴-小丫头{LINE_CUT}王惠民-人贩子{LINE_CUT}高平-老头{LINE_CUT}吴必克-打手乙{LINE_CUT}张福林-更夫甲{LINE_CUT}陈立业-更夫乙,根据贺敬之、丁毅同名歌剧改编。{LINE_CUT}在华北一个偏僻的农村，佃户杨白劳的女儿喜儿和青年农民王大春相爱。恶霸地主黄世仁想霸占喜儿，在除夕之夜强迫杨白劳卖女顶债，杨白劳被逼喝卤水自杀。喜儿被抢进黄家，被黄世仁奸污。大春救喜儿未成，投奔红军。喜儿也在张二婶的帮助下逃出黄家，途中生下一小孩，随后，她独自逃进深山。由于长时间不见天日的非人生活以及缺乏营养，喜儿的头发变白了，于是村中传说出现了白毛仙姑。两年后，大春随部队回到家乡，领导农民闹翻身。地主利用白毛仙姑的传说，阻挠农民的翻身斗争。为了破除迷信，大春来到深山，找到了白毛仙姑，发现原来就是当年的喜儿。白毛仙姑的秘密揭穿后，农民们清算了恶霸地主黄世仁的罪行，喜儿也伸了冤报了仇。喜儿回到村中参加劳动，头发又变黑了，与大春结婚后，过着美满幸福的生活。
