七天七夜,,,编剧：黎静{LINE_CUT}导演：武兆堤{LINE_CUT}摄影：舒笑言{LINE_CUT}美术：王继贤{LINE_CUT}作曲：陈明{LINE_CUT}录音：申顾礼{LINE_CUT}军事顾问：张恩荣{LINE_CUT}副导演：徐坦{LINE_CUT}剧务主任：王恩春{LINE_CUT}特技设计：蔡光{LINE_CUT}特技摄影：彭守仁、阎序忠{LINE_CUT}照明：王文起{LINE_CUT}剪接：刘英{LINE_CUT}烟火设计：李大奈{LINE_CUT}化妆：毕泽普{LINE_CUT}置景：王永瑞{LINE_CUT}服装：蒋文歧{LINE_CUT}道具：秦国良{LINE_CUT}演奏：长影乐团{LINE_CUT}指挥：尹升山,白德彰-苏强{LINE_CUT}张风翔-政委{LINE_CUT}宋宝义-王志坚{LINE_CUT}韩绍君-杜国春{LINE_CUT}刘宝树-刘小林{LINE_CUT}吉有-于谷康{LINE_CUT}李颜-敌旅长{LINE_CUT}王延盛-旅长{LINE_CUT}张延-郭大伯{LINE_CUT}褚大章-张国华{LINE_CUT}郭文路-李思忠{LINE_CUT}佟学多-二栓{LINE_CUT}黄延恩-赵科长{LINE_CUT}王洁人-敌参谋长,一九四七年三月，国民党胡宗南军队以十五个旅的兵力，大举进犯延安，我军某旅二连奉命坚守九二高地和松树岭。新任连指导员苏强帮助二连战士克服轻敌骄傲思想，以一个连的兵力阻击敌一个旅。战斗中，九二高地侧翼阵地失守，二连奉命撤出九二高地，在松树岭继续阳击敌人，激战七天七夜，完成了上级交给的任务。
三关排宴(山西上党梆子),,,改编：山西省上党戏剧院、赵树理协助改编{LINE_CUT}导演：刘国权 {LINE_CUT}摄影：刘洪铭{LINE_CUT}美工：刘金乃、孙世祥 {LINE_CUT}编曲：张禹田、石 岩{LINE_CUT}录音：佟宗德 {LINE_CUT}舞台导演：程联考{LINE_CUT}副导演：姜树森{LINE_CUT}剧务主任：王书斌{LINE_CUT}特技设计：孙英男{LINE_CUT}特技摄影：刘春海 {LINE_CUT}置景：刘朝元{LINE_CUT}照明：王凤武{LINE_CUT}化妆：张立棠、李景文{LINE_CUT}道具：何绪成{LINE_CUT}服装：梁砚田{LINE_CUT}剪接：杨秉坤{LINE_CUT}演奏：山西省上党梆子剧团乐队、长影民族乐队{LINE_CUT}演出：山西省上党戏剧院,郝聘芝-佘太君{LINE_CUT}吴婉芝-肖银宗 {LINE_CUT}郭金顺-杨延辉{LINE_CUT}郭堂虎-杨宗保 {LINE_CUT}高玉林-穆桂英{LINE_CUT}李素秋-杨排风 {LINE_CUT}宋清秀-焦光普{LINE_CUT}温喜志-中军 {LINE_CUT}徐执中-传旨官{LINE_CUT}王凤姣-桃花公主 {LINE_CUT}薛万春-韩昌{LINE_CUT}刘坤为-肖天佑 ,宋辽战争，辽败。宋王令功臣佘太君与元帅杨宗保同去三关代宋王与辽议和。辽邦派差官焦光普来见太君，而焦光普是当年受宋朝元帅杨延昭派入辽邦、刺探军情之人。太君向他寻问四郎杨延辉在辽邦的情况，始知四郎改名换姓，被肖银宗招为驸马，深得辽主肖银宗的宠信。{LINE_CUT}宋辽议和毕，佘太君排宴欢庆和平。她在席间有意动问肖银宗关于驸马杨延辉之事，随后道破了驸马的身世来历及为人之道。肖银宗始知受骗，立即昏厥过去。随肖银宗前来的杨延辉虽见慈母在堂，却不敢正视，佘太君大怒，厉声呼四郎，杨延辉羞愧地俯首跪地。桃花公主见状，怒责驸马。杨延辉左右为难，待肖银宗醒来，佘太君坚欲讨回杨延辉。肖银宗进行劝解，桃花公主也百般恳求，但太君主意已定，不能更改。为此，桃花公主羞愤交加，撞死于议事厅前。肖银宗撇下驸马，自回辽邦。杨延辉以骨肉之情恳求太君恕罪，遭太君拒绝，遂拔剑自刎。
柳毅传书(越剧),,,改编：南京市越剧团创作组集体，计大为、叶至诚执笔 {LINE_CUT}导演：蔡振亚 {LINE_CUT}摄影：吴国疆{LINE_CUT}美工;崔永泉、陈德生 {LINE_CUT}作曲：王元坚、白崇岩、叶正{LINE_CUT}录音：张剑平 {LINE_CUT}舞台导演：杨 颀{LINE_CUT}身段指导：李松鹤{LINE_CUT}剧务主任：郑九皋{LINE_CUT}特技设计：蔡光{LINE_CUT}特技摄影：阎序忠{LINE_CUT}化妆：毕泽普、李永生{LINE_CUT}照明：李树林{LINE_CUT}剪接：周骅、吴凤娇{LINE_CUT}演奏：南京市越剧团乐队、长影民族乐队{LINE_CUT}演出：南京市越剧团,竺水招-柳毅{LINE_CUT}商芳臣-洞庭君 {LINE_CUT}筱水招-龙女三娘{LINE_CUT}蒋鸿鳌-钱塘君 {LINE_CUT}张玉琴-洞庭夫人{LINE_CUT}应鸣凤-巡潮将军 {LINE_CUT}周福香-柳母{LINE_CUT}俞韵-紫绢 {LINE_CUT}季雅芳-泾河小龙,书生柳毅赶考落第，归途中遇洞庭龙女三娘，三娘对他述说自己受丈夫泾河小龙虐待。柳毅同情三娘遭遇，遂千里奔至洞庭湖传书。洞庭君虽心疼女儿，却又不敢发兵。其弟钱塘君闻讯。即刻要杀奔泾河，搭救侄女三娘。洞庭君难恐惹祸，进行阻拦。柳毅力陈发兵之理，钱塘君认为柳毅之言有理，毅然率兵前往泾河，除掉小龙，救回了三娘。{LINE_CUT}洞庭君设宴答谢柳毅传书之恩，钱塘君要将三娘许配给他。柳毅认为施恩图报乃是小人，因此婉言拒绝。{LINE_CUT}柳毅走时，三娘相送，一路上以景喻情，柳毅渐渐动心。临别时，三娘以鲛人珠相赠。{LINE_CUT}三娘与洞庭君随即化作渔家父女来到人间，三娘化身的三姑认柳母为干娘。柳毅归来，每见三姑便想起三娘，又听老渔翁传说洞庭龙王嫁女之事，就来到湖边向三娘祝贺。三娘飘然走出潮面，同时三姑亦赶到湖边。柳毅见两人长得一模 一 样，甚为惊奇，当他看到三娘与三姑化为一人时，才如梦初醒，两人结为良缘。
甲午风云,,,编剧：希侬、叶楠、陈颍、李雄飞、杜梨   {LINE_CUT}导演：林农{LINE_CUT}摄影：王启民{LINE_CUT}美术：卢淦 {LINE_CUT}作曲：张棣昌{LINE_CUT}录音：陈文渊 {LINE_CUT}副导演：刘文华{LINE_CUT}剧务主任：胡殿国{LINE_CUT}特技设计：陶世恭{LINE_CUT}特技摄影：王玉如、孟宪弟{LINE_CUT}烟火：韩玉升、邱雨生{LINE_CUT}化妆：王仕儒{LINE_CUT}道具：赵景云{LINE_CUT}照明：徐占春{LINE_CUT}剪接：周莹箴{LINE_CUT}演奏：长影管弦乐队{LINE_CUT}指挥：李克武,李默然-邓世昌{LINE_CUT}浦克-丁汝昌 {LINE_CUT}王秋颍-李鸿章{LINE_CUT}周文彬-方伯谦 {LINE_CUT}李颉-刘步蟾{LINE_CUT}庞学勤-王国成 {LINE_CUT}冯振舟-林永升{LINE_CUT}郭文林-陈金揆 {LINE_CUT}孙笑非-老水手{LINE_CUT}胡振和-李世茂 {LINE_CUT}董润泉-李大爷{LINE_CUT}宋雪娟-李世英 {LINE_CUT}任伟民-小顺子{LINE_CUT}张巨光-老夫子 {LINE_CUT}许志余-济远舵手{LINE_CUT}金林-少佐 {LINE_CUT}方化-伊东{LINE_CUT}白玫-慈禧太后 {LINE_CUT}靳维民-罗皮尔{LINE_CUT}库拉克夫-英洋员顾问 {LINE_CUT}鲁斯拉诺夫-美洋员顾问,一八九四年，蓄谋侵华已久的日本帝国在中国领海内肆意挑衅，制造事端。北洋大臣李鸿章及其亲信“济远”号管带方伯谦等极力主张求和。日寇得寸进尺，击沉我商船。以“致远”号管带邓世昌为代表的爱国官兵和威海百姓，目睹日寇的猖狂行为，坚决要求对日作战。邓两次请战均被李鸿章拒绝，并因揭露投降派方伯谦而被革职。日寇不宣而战，民愤四起，李鸿章被迫起用邓世昌。在海战中，由于北洋水师右翼总兵刘步蟾贪生怕死，故意打错旗号，致使北洋舰队出师失利，旗舰被击沉。邓代替旗舰指挥作战，率领“致远”号官兵英勇战斗，击中日本旗舰“吉野”号，最后因炮弹断绝，邓世昌决定撞沉敌舰“吉野”号，不幸被鱼雷击中，全舰官兵牺牲。
炉火正红,,,编剧：于敏  {LINE_CUT}导演：严恭 {LINE_CUT}摄影：李光惠、尹志{LINE_CUT}美术：王兴文、金伯豪 {LINE_CUT}作曲：全如玢{LINE_CUT}录音：姜峻峰 {LINE_CUT}副导演：王利夫{LINE_CUT}剧务主任：廖凡、刘力{LINE_CUT}化妆：姚玉宝{LINE_CUT}照明：孙振祥{LINE_CUT}置景：周腾云{LINE_CUT}特技设计：蔡光{LINE_CUT}特技摄影：阎序忠{LINE_CUT}演奏：长影乐团{LINE_CUT}指挥：尹升山,庞学勤-田宏{LINE_CUT}张巨光-王经理 {LINE_CUT}任颐-吴世刚{LINE_CUT}李亚林-朱全忠 {LINE_CUT}张园-年凤仪{LINE_CUT}赵宝华-乔银木 {LINE_CUT}印质明-金工程师{LINE_CUT}浦克-董书记 {LINE_CUT}隋桂凤-郝秀珍{LINE_CUT}夏佩杰-朱大娘 {LINE_CUT}李晓功-吴大嫂{LINE_CUT}马世达-陈玉良 {LINE_CUT}任伟民-尤金发{LINE_CUT}张冲霄-徐队长 {LINE_CUT}苑小君-工地主任,大跃进时期，鞍钢工人提出高速兴建高炉，工程队长吴世刚提出采用高炉“整体吊装”法。金属结构公司王经理认为大型企业不能搞群众运动，把工人的建议说成是为了多赚计件工资，因而坚决反对。党工委书记田宏深入现场，积极支持工人的建议，并帮助王经理转变了思想，最后采用“整体吊装”法，使工程如期完成。
花儿朵朵,,,编剧：谢添、陈方千{LINE_CUT}导演：谢添、陈方千 {LINE_CUT}摄影：李文化、陈国梁{LINE_CUT}美术：晓滨、莫仁楫 {LINE_CUT}作曲：唐诃、丁平{LINE_CUT}录音：蔡军 {LINE_CUT}主题歌作词：袁鹰{LINE_CUT}绘景：李振华{LINE_CUT}动画：北京科影动画组{LINE_CUT}照明：张海山、赵新鸣{LINE_CUT}剪辑：朱小勤{LINE_CUT}化妆：张竞{LINE_CUT}制片主任：曹增银{LINE_CUT}演奏：中央广播民族管弦乐团{LINE_CUT}指挥：彭修文,刘沛-方小华{LINE_CUT}王人美-方小华妈妈 {LINE_CUT}张世鹏-小后台主任{LINE_CUT}呼中陶-小舞台监督 {LINE_CUT}曹增银-老爷爷{LINE_CUT}凌元-小后台主任妈妈 {LINE_CUT}朱小苗-小报幕员{LINE_CUT}孙敬修-小后台主任爸爸{LINE_CUT}秦文-小报幕员妈妈{LINE_CUT}孙凤琴-辅导员 ,“六一”儿童节联欢会负责人方小华去郊区接模范饲养员老谷爷，迟迟未归。小华是第一个节目大合唱的领唱，由于这件意外的事情，把预定的演出计划全部打乱了，小后台主任急得手忙脚乱。机智的小舞台监督重新安排节目顺序，并拉小后台主任上台垫演了一场风趣的表演，保证了联欢会的顺利进行。在联欢会即将结束时，小华与老爷爷赶到。老爷爷立刻上台即兴编唱了赞扬小华因救火车而迟到的经过。
昆仑山上一棵草,,,改编：华铭、董克娜{LINE_CUT}导演：董克娜 {LINE_CUT}摄影：高洪涛{LINE_CUT}美术：张先得 {LINE_CUT}作曲：刘庄{LINE_CUT}录音：刘士达 {LINE_CUT}剪辑：顾德荣{LINE_CUT}化妆：王希钟{LINE_CUT}照明：王福琛{LINE_CUT}特技摄影：李庆春{LINE_CUT}特技美工：刘鸿文{LINE_CUT}制片主任：杜子{LINE_CUT}演奏：中央乐团{LINE_CUT}指挥：韩中杰,刘燕瑾-惠嫂{LINE_CUT}李孟尧-老惠 {LINE_CUT}王者兰-李婉丽{LINE_CUT}赵万德-小刘 {LINE_CUT}杨宗镜-小陈{LINE_CUT}宋戈-小姜 {LINE_CUT}赵德成-骆驼师傅,根据王宗元小说《惠嫂》改编。{LINE_CUT}青藏高原某宿食站站长的妻子惠嫂，在丈夫老惠和司机小刘等人的行为鼓舞下，在海拔四千五百公尺的昆仑山口建起司机之家，为日夜在高原上奔波的司机们服务。刚从地质学校毕业的上海女青年李婉丽，畏惧高原艰苦生活。惠嫂以自己的亲身经历教育李婉丽，使她愉快地走上建设青藏高原的岗位。
杨乃武与小白菜(曲剧),,,改编：关士杰、李宝岩、顾荣甫、魏喜奎{LINE_CUT}导演：马尔路、苏菲{LINE_CUT}摄影指导：杨霁明{LINE_CUT}摄影：徐孝先、任杰 {LINE_CUT}美工：成德新{LINE_CUT}音乐：刘吉典 {LINE_CUT}录音：傅英杰、孙裕民{LINE_CUT}艺术指导：凌子风{LINE_CUT}化妆：孙月梅{LINE_CUT}照明：徐和庆{LINE_CUT}剪接：齐玉玲{LINE_CUT}制片：何 云{LINE_CUT}演出：北京曲剧团{LINE_CUT}伴奏：北京曲剧团乐队{LINE_CUT}唱腔指导：韩德福,魏喜奎-小白菜{LINE_CUT}李宝岩-杨乃武 {LINE_CUT}顾荣甫-刘锡彤{LINE_CUT}王淑琴-杨淑英 {LINE_CUT}佟大方-钱如命{LINE_CUT}史尚直-刘子和 {LINE_CUT}王凤朝-葛小杜{LINE_CUT}黄坚-夏同善 {LINE_CUT}尹福来-杨昌浚{LINE_CUT}彭子实-钱宝生 {LINE_CUT}马尔路-醇亲王{LINE_CUT}赵俊良-边宝贤 {LINE_CUT}联幼如-县长太太{LINE_CUT}郭小霞-夏老夫人 {LINE_CUT}文培华-蒯士清{LINE_CUT}冯宇康-钱友兰 ,根据王峰原著改编。{LINE_CUT}清代同治末年，朝廷腐败，余杭县知县刘锡彤之子刘子和，看中葛小杜之妻毕秀姑(绰号“小白菜”)，暗用迷药将秀姑迷晕进行玷污，并毒死其夫葛小杜。{LINE_CUT}刘锡彤为避脱儿子罪责，买通师爷钱如命，嫁祸于新科举人杨乃武，威逼毕秀姑令其诬杨为奸夫。杨乃武被屈打成招，定为“谋夫夺妇”之罪。余杭县生员上诉杭州府，知府边宝贤得刘锡彤之贿，庇护刘子和。众生员又告到浙江巡抚杨昌浚处，也未成功。毕秀姑痛恨自己放真凶，诬良善，企图翻案，不料翻案不成反受酷刑。{LINE_CUT}曾在刑部尚书夏同善府中做过绣娘的杨淑英，赴京求援，为弟杨乃武伸冤。当时正值清室东宫与西宫互争权势，西太后的心腹醇亲王欲乘机除去东宫的亲信杨昌浚，因而接受杨淑英状纸，将全案人犯与原审官员提京查审。但由于刘锡彤再逼毕秀姑，致使刑部大堂未能审出真相。之后，夏同善设“密室”让毕秀姑与杨乃武相会，二人倾吐实情，招出真凶，杨乃武三载冤狱才获昭雪。
野猪林(京剧),,,编剧：李少春{LINE_CUT}导演：崔嵬、陈怀皑 {LINE_CUT}摄影：聂晶{LINE_CUT}美术：秦威、程荣远 {LINE_CUT}音乐设计：赓金群{LINE_CUT}录音：陈燕嬉 {LINE_CUT}副导演：刘春霖{LINE_CUT}化妆：孙鸿魁{LINE_CUT}剪辑：傅正义{LINE_CUT}照明：赵新鸣 {LINE_CUT}绘景：李振华{LINE_CUT}演奏：中国京剧院、京剧一团乐队{LINE_CUT}指挥：王德源{LINE_CUT}制片：胡其明,李少春-林冲{LINE_CUT}袁世海-鲁智深 {LINE_CUT}杜近芳-林娘子{LINE_CUT}孙盛武-高世德 {LINE_CUT}苏维明-高俅{LINE_CUT}骆洪年-陆谦 {LINE_CUT}曹韻清-张教头{LINE_CUT}张盛利-林寿 {LINE_CUT}吴素英-锦儿{LINE_CUT}刘元汉-卖刀人 {LINE_CUT}李幼春-董超{LINE_CUT}罗世保-薛坝 {LINE_CUT}周元伯-富安{LINE_CUT}谷春章-张三 {LINE_CUT}钮凤华-李四{LINE_CUT}郝鸣振-任五 {LINE_CUT}孙得印-徐六,根据小说《水浒》中的一段改编{LINE_CUT}宋徽宗年间，东京汴梁八十万禁军教头林冲和妻子到庙中烧香时，碰上权臣高俅的儿子高世德，高世德见林娘子貌美，上前调戏，林冲举拳要打他，被陆谦拦住，只好忍气作罢。高世德为霸占林娘子，让其父把林冲刺配沧州。为了斩草除根以除后患，高俅又命门客陆谦买通解差，在路上将林冲害死。两个解差押林冲到野猪林内，正要行凶，好汉鲁智深出现，将林冲搭救。鲁智深劝林冲一同返回东京杀死高俅。林冲拒绝鲁的好意，他甘愿发配，以求将来遇赦回乡。{LINE_CUT}高俅得知林冲被救，十分恼怒，又命陆谦带领精壮家丁赶到沧州谋害林冲，陆谦等纵火烧毁了林冲在沧州看管的草料场，企图将林冲烧死。不料，林冲因为住屋倒塌，暂迁山神庙居住，没在草料场内。于是陆谦在山神庙与林冲相遇，经过激烈的搏斗，众家丁被 杀死，正当林 冲举刀 要杀 陆谦时，鲁智深赶来告诉林冲，他的妻子被高俅逼迫自刎身亡。林冲闻讯愤恨已极，当即杀死陆谦，随鲁智深一同投奔梁山。
停战以后,,,编剧：辛毅{LINE_CUT}导演：成荫 {LINE_CUT}摄影：高洪涛{LINE_CUT}美术：俞翼如、张先得 {LINE_CUT}作曲：罗忠熔{LINE_CUT}录音：吕宪昌 {LINE_CUT}副导演：赵元{LINE_CUT}化妆：王希钟{LINE_CUT}剪辑：邵养珍{LINE_CUT}照明：王福琛{LINE_CUT}服装设计：孙竦{LINE_CUT}特技美术：刘鸿文{LINE_CUT}特技摄影：陈晨{LINE_CUT}制片：杜子{LINE_CUT}演奏：中央乐团{LINE_CUT}指挥：韩中杰,张平--顾青{LINE_CUT}项堃-李国卿 {LINE_CUT}赵子岳-班县长{LINE_CUT}鲁非-刘参谋 {LINE_CUT}李雨农-司机{LINE_CUT}波波维奇-娜斯 {LINE_CUT}马精武-薛平{LINE_CUT}秦文-谢梅初 {LINE_CUT}陈戈-陈司令{LINE_CUT}方辉-胡定能 {LINE_CUT}孙静贞-李太太{LINE_CUT}葛存壮-孙拐子 {LINE_CUT}沙伯利-丢克{LINE_CUT}谭宁邦 -费丁 {LINE_CUT}维尔斯-比却尔{LINE_CUT}李晓青-美方秘书 {LINE_CUT}王澍-朱伯涛{LINE_CUT}李孟尧-记者 {LINE_CUT}刘钊-记者{LINE_CUT}维佳-美方随员 {LINE_CUT}庞万灵-美方随员{LINE_CUT}梅熹-谢宏 {LINE_CUT}黄素影-吴妈{LINE_CUT}姜祖麟-教授 {LINE_CUT}张逸生-教授{LINE_CUT}江水-教授 {LINE_CUT}杨克-教授{LINE_CUT}周森冠-曹大叔 {LINE_CUT}林洪桐-小马{LINE_CUT}王炳彧-李连长 {LINE_CUT}韩焱-老农{LINE_CUT}魏荣-曹玉亭 ,我军将领顾青，在人民大会堂偶然与被我第二次宽大释放的战俘李国卿相遇，引起顾青一段有意义的回忆。{LINE_CUT}一九四六年春，停战协定签字以后，中国共产党和国民党双方进入和谈。中共代表顾青将军奉命来到北平，参加由国、共、美三方组成的军调处工作。在谈判桌上，顾与美方代表费丁将军、蒋方代表李国卿针锋相对，揭露美蒋勾结，假和平真备战的阴谋。燕京大学教授谢宏等知识分子，对美国抱有幻想。正当费丁大谈和平之时，驻天津的美国海军陆战队，联合国民党军队袭击我解放区安平镇，借此对我施加压力，妄想使我屈服。美蒋遭到惨败后，阴谋未能得逞，美为了控制舆论，费丁责令李国卿连夜召开记者招待会，企图将破坏和谈的罪名嫁祸于我，公布于世。会上，谢宏教授的未婚女婿、我新华社记者薛平提出严正质问，竟遭特务绑架。继之，为“安平事件”组织的特别小组到肇事地点进行实地调查时，美蒋玩弄的笨拙的把戏被我揭穿，敌人狼狈不堪，无法收场，和谈遂告破裂。中共人员陆续撤回解放区，当顾平离开北京时，薛平已被我营救出来;曾经对美国抱有幻想的谢教授也认清了是非，提高了觉悟，加入反美示威游行的队伍。
